CBS code,Naam,Name,Value
18,Hoogezand-Sappemeer,Voter Turnout,18943
405,Hoorn,Voter Turnout,39246
1507,Horst aan de Maas,Voter Turnout,23876
321,Houten,Voter Turnout,28884
406,Huizen,Voter Turnout,24902
677,Hulst,Voter Turnout,14384
353,IJsselstein,Voter Turnout,19359
1884,Kaag en Braassem,Voter Turnout,16051
166,Kampen,Voter Turnout,29959
678,Kapelle,Voter Turnout,7639
537,Katwijk,Voter Turnout,34924
928,Kerkrade,Voter Turnout,23159
1598,Koggenland,Voter Turnout,13323
79,Kollumerland en Nieuwkruisland,Voter Turnout,7256
588,Korendijk,Voter Turnout,6772
542,Krimpen aan den IJssel,Voter Turnout,17338
1659,Laarbeek,Voter Turnout,12478
1685,Landerd,Voter Turnout,9165
882,Landgraaf,Voter Turnout,21012
415,Landsmeer,Voter Turnout,6490
416,Langedijk,Voter Turnout,16158
1621,Lansingerland,Voter Turnout,32349
417,Laren,Voter Turnout,7074
22,Leek,Voter Turnout,11527
545,Leerdam,Voter Turnout,11344
80,Leeuwarden,Voter Turnout,54636
81,Leeuwarderadeel,Voter Turnout,6425
546,Leiden,Voter Turnout,69401
547,Leiderdorp,Voter Turnout,16330
1916,Leidschendam-Voorburg,Voter Turnout,42984
995,Lelystad,Voter Turnout,38302
82,Lemsterland,Voter Turnout,7908
1640,Leudal,Voter Turnout,20706
327,Leusden,Voter Turnout,18489
694,Liesveld,Voter Turnout,5968
733,Lingewaal,Voter Turnout,6714
1705,Lingewaard,Voter Turnout,26914
553,Lisse,Voter Turnout,13699
140,Littenseradiel,Voter Turnout,6714
262,Lochem,Voter Turnout,21529
809,Loon op Zand,Voter Turnout,13187
331,Lopik,Voter Turnout,8215
24,Loppersum,Voter Turnout,6303
168,Losser,Voter Turnout,12767
1671,Maasdonk,Voter Turnout,6334
263,Maasdriel,Voter Turnout,14099
1641,Maasgouw,Voter Turnout,13734
556,Maassluis,Voter Turnout,18142
935,Maastricht,Voter Turnout,62255
25,Marum,Voter Turnout,5978
420,Medemblik,Voter Turnout,25050
938,Meerssen,Voter Turnout,11571
1908,Menameradiel,Voter Turnout,8324
1987,Menterwolde,Voter Turnout,7261
119,Meppel,Voter Turnout,19632
687,Middelburg,Voter Turnout,28017
559,Middelharnis,Voter Turnout,10836
1842,Midden-Delfland,Voter Turnout,11496
1731,Midden-Drenthe,Voter Turnout,21015
815,Mill en Sint Hubert,Voter Turnout,6696
265,Millingen aan de Rijn,Voter Turnout,3372
1709,Moerdijk,Voter Turnout,20458
1955,Montferland,Voter Turnout,20391
335,Montfoort,Voter Turnout,8292
944,Mook en Middelaar,Voter Turnout,4980
424,Muiden,Voter Turnout,4030
425,Naarden,Voter Turnout,10536
1740,Neder-Betuwe,Voter Turnout,13132
643,Nederlek,Voter Turnout,8925
946,Nederweert,Voter Turnout,9666
304,Neerijnen,Voter Turnout,7193
356,Nieuwegein,Voter Turnout,34578
569,Nieuwkoop,Voter Turnout,16104
571,Nieuw-Lekkerland,Voter Turnout,5531
267,Nijkerk,Voter Turnout,23927
268,Nijmegen,Voter Turnout,96953
1695,Noord-Beveland,Voter Turnout,4676
1699,Noordenveld,Voter Turnout,19504
171,Noordoostpolder,Voter Turnout,26141
575,Noordwijk,Voter Turnout,15423
576,Noordwijkerhout,Voter Turnout,9424
820,Nuenen Gerwen en Nederwetten,Voter Turnout,14231
302,Nunspeet,Voter Turnout,16625
951,Nuth,Voter Turnout,9517
579,Oegstgeest,Voter Turnout,14151
823,Oirschot,Voter Turnout,10614
824,Oisterwijk,Voter Turnout,15259
1895,Oldambt,Voter Turnout,22718
269,Oldebroek,Voter Turnout,13286
173,Oldenzaal,Voter Turnout,18984
1773,Olst-Wijhe,Voter Turnout,10546
175,Ommen,Voter Turnout,11070
881,Onderbanken,Voter Turnout,4755
1586,Oost Gelre,Voter Turnout,17446
826,Oosterhout,Voter Turnout,29923
580,Oostflakkee,Voter Turnout,6139
85,Ooststellingwerf,Voter Turnout,15527
431,Oostzaan,Voter Turnout,5517
432,Opmeer,Voter Turnout,6600
86,Opsterland,Voter Turnout,17878
828,Oss,Voter Turnout,47125
584,Oud-Beijerland,Voter Turnout,14111
1509,Oude IJsselstreek,Voter Turnout,23175
437,Ouder-Amstel,Voter Turnout,8154
644,Ouderkerk,Voter Turnout,5076
589,Oudewater,Voter Turnout,6054
1734,Overbetuwe,Voter Turnout,26722
590,Papendrecht,Voter Turnout,18696
1894,Peel en Maas,Voter Turnout,24675
765,Pekela,Voter Turnout,6966
1926,Pijnacker-Nootdorp,Voter Turnout,28246
439,Purmerend,Voter Turnout,43601
273,Putten,Voter Turnout,14878
177,Raalte,Voter Turnout,22139
703,Reimerswaal,Voter Turnout,12227
274,Renkum,Voter Turnout,19677
339,Renswoude,Voter Turnout,3024
1667,Reusel-De Mierden,Voter Turnout,7133
275,Rheden,Voter Turnout,26463
340,Rhenen,Voter Turnout,11521
597,Ridderkerk,Voter Turnout,26496
196,Rijnwaarden,Voter Turnout,6142
1672,Rijnwoude,Voter Turnout,11422
1742,Rijssen-Holten,Voter Turnout,23172
603,Rijswijk,Voter Turnout,27827
1669,Roerdalen,Voter Turnout,11991
957,Roermond,Voter Turnout,29075
1674,Roosendaal,Voter Turnout,41229
599,Rotterdam,Voter Turnout,277450
277,Rozendaal,Voter Turnout,1070
840,Rucphen,Voter Turnout,11844
9003,Saba,Voter Turnout,228
441,Schagen,Voter Turnout,11281
458,Schermer,Voter Turnout,3381
279,Scherpenzeel,Voter Turnout,5719
606,Schiedam,Voter Turnout,37628
88,Schiermonnikoog,Voter Turnout,1144
844,Schijndel,Voter Turnout,12752
962,Schinnen,Voter Turnout,8040
608,Schoonhoven,Voter Turnout,7055
1676,Schouwen-Duiveland,Voter Turnout,22115
518,'s-Gravenhage,Voter Turnout,272175
796,'s-Hertogenbosch,Voter Turnout,80576
965,Simpelveld,Voter Turnout,6187
1702,Sint Anthonis,Voter Turnout,7417
9002,Sint Eustatius,Voter Turnout,274
845,Sint-Michielsgestel,Voter Turnout,16206
846,Sint-Oedenrode,Voter Turnout,10610
1883,Sittard-Geleen,Voter Turnout,52122
51,Skarsterlân,Voter Turnout,16571
610,Sliedrecht,Voter Turnout,13932
40,Slochteren,Voter Turnout,9251
1714,Sluis,Voter Turnout,13518
90,Smallingerland,Voter Turnout,32944
342,Soest,Voter Turnout,26949
847,Someren,Voter Turnout,10797
848,Son en Breugel,Voter Turnout,9480
612,Spijkenisse,Voter Turnout,38386
37,Stadskanaal,Voter Turnout,18366
180,Staphorst,Voter Turnout,9897
532,Stede Broec,Voter Turnout,12368
851,Steenbergen,Voter Turnout,13011
1708,Steenwijkerland,Voter Turnout,26517
971,Stein,Voter Turnout,14882
1904,Stichtse Vecht,Voter Turnout,38059
617,Strijen,Voter Turnout,5451
1900,Súdwest-Fryslân,Voter Turnout,49340
9,Ten Boer,Voter Turnout,4519
715,Terneuzen,Voter Turnout,28436
93,Terschelling,Voter Turnout,4437
448,Texel,Voter Turnout,10449
1525,Teylingen,Voter Turnout,21489
716,Tholen,Voter Turnout,14665
281,Tiel,Voter Turnout,21536
855,Tilburg,Voter Turnout,105252
183,Tubbergen,Voter Turnout,12720
1700,Twenterand,Voter Turnout,19346
1730,Tynaarlo,Voter Turnout,20479
737,Tytsjerksteradiel,Voter Turnout,19038
282,Ubbergen,Voter Turnout,6018
856,Uden,Voter Turnout,23763
450,Uitgeest,Voter Turnout,7864
451,Uithoorn,Voter Turnout,16470
184,Urk,Voter Turnout,10094
344,Utrecht,Voter Turnout,179403
1581,Utrechtse Heuvelrug,Voter Turnout,30318
981,Vaals,Voter Turnout,4252
994,Valkenburg aan de Geul,Voter Turnout,10406
858,Valkenswaard,Voter Turnout,17943
47,Veendam,Voter Turnout,15846
345,Veenendaal,Voter Turnout,36467
717,Veere,Voter Turnout,15221
860,Veghel,Voter Turnout,21166
861,Veldhoven,Voter Turnout,25414
453,Velsen,Voter Turnout,37968
983,Venlo,Voter Turnout,52374
984,Venray,Voter Turnout,23999
620,Vianen,Voter Turnout,11347
622,Vlaardingen,Voter Turnout,38353
48,Vlagtwedde,Voter Turnout,9275
96,Vlieland,Voter Turnout,1158
718,Vlissingen,Voter Turnout,23465
623,Vlist,Voter Turnout,6223
986,Voerendaal,Voter Turnout,7830
626,Voorschoten,Voter Turnout,14723
285,Voorst,Voter Turnout,14641
865,Vught,Voter Turnout,15010
866,Waalre,Voter Turnout,10002
867,Waalwijk,Voter Turnout,25893
627,Waddinxveen,Voter Turnout,15280
289,Wageningen,Voter Turnout,21257
629,Wassenaar,Voter Turnout,14463
852,Waterland,Voter Turnout,11019
988,Weert,Voter Turnout,27741
457,Weesp,Voter Turnout,10384
870,Werkendam,Voter Turnout,15354
668,West Maas en Waal,Voter Turnout,11278
1701,Westerveld,Voter Turnout,12890
293,Westervoort,Voter Turnout,8896
1783,Westland,Voter Turnout,59708
98,Weststellingwerf,Voter Turnout,15351
614,Westvoorne,Voter Turnout,8629
189,Wierden,Voter Turnout,14768
296,Wijchen,Voter Turnout,24347
1696,Wijdemeren,Voter Turnout,14751
352,Wijk bij Duurstede,Voter Turnout,13994
53,Winsum,Voter Turnout,8735
294,Winterswijk,Voter Turnout,16597
873,Woensdrecht,Voter Turnout,11651
632,Woerden,Voter Turnout,30546
880,Wormerland,Voter Turnout,9535
351,Woudenberg,Voter Turnout,7457
874,Woudrichem,Voter Turnout,8836
479,Zaanstad,Voter Turnout,79905
297,Zaltbommel,Voter Turnout,15514
473,Zandvoort,Voter Turnout,9836
707,Zederik,Voter Turnout,8538
478,Zeevang,Voter Turnout,3875
50,Zeewolde,Voter Turnout,12167
355,Zeist,Voter Turnout,35644
299,Zevenaar,Voter Turnout,19384
476,Zijpe,Voter Turnout,7005
637,Zoetermeer,Voter Turnout,69105
638,Zoeterwoude,Voter Turnout,5043
56,Zuidhorn,Voter Turnout,11486
1892,Zuidplas,Voter Turnout,23843
879,Zundert,Voter Turnout,11330
301,Zutphen,Voter Turnout,27738
1896,Zwartewaterland,Voter Turnout,12876
642,Zwijndrecht,Voter Turnout,25599
193,Zwolle,Voter Turnout,72451
